user_id,event_name,event_time,country,platform,acquisition_channel
478,"View Landing Page",2025-05-01T01:09:24.359Z,"Spain","Linux","Email"
636,"View Landing Page",2025-05-01T01:10:53.470Z,"Italy","Windows","Email"
141,"View Landing Page",2025-05-01T01:11:51.351Z,"Italy","Linux","Organic Search"
143,"View Landing Page",2025-05-01T01:12:17.160Z,"Sweden","iOS","Referral"
108,"View Landing Page",2025-05-01T01:12:41.001Z,"Sweden","macOS","Organic Search"
437,"View Landing Page",2025-05-01T01:13:12.802Z,"UK","Android","Social Media"
232,"View Landing Page",2025-05-01T01:13:35.357Z,"Spain","Windows","Social Media"
662,"View Landing Page",2025-05-01T01:18:29.596Z,"UK","iOS","Referral"
442,"View Landing Page",2025-05-01T01:22:51.826Z,"Spain","iOS","Paid Search"
580,"View Landing Page",2025-05-01T01:23:33.730Z,"Belgium","macOS","Social Media"
209,"View Landing Page",2025-05-01T01:25:11.774Z,"Germany","iOS","Organic Search"
314,"View Landing Page",2025-05-01T01:26:03.122Z,"Netherlands","Android","Email"
835,"View Landing Page",2025-05-01T01:26:18.898Z,"UK","Windows","Social Media"
505,"View Landing Page",2025-05-01T01:27:56.402Z,"Poland","Android","Organic Search"
732,"View Landing Page",2025-05-01T01:33:00.525Z,"Belgium","Android","Organic Search"
331,"View Landing Page",2025-05-01T01:33:39.283Z,"Denmark","Android","Referral"
768,"View Landing Page",2025-05-01T01:35:48.431Z,"Sweden","Windows","Organic Search"
417,"View Landing Page",2025-05-01T01:38:08.163Z,"Netherlands","Android","Paid Search"
574,"View Landing Page",2025-05-01T01:38:45.090Z,"Germany","iOS","Social Media"
470,"View Landing Page",2025-05-01T01:42:04.453Z,"Poland","macOS","Organic Search"
647,"View Landing Page",2025-05-01T01:44:21.263Z,"Netherlands","macOS","Paid Search"
740,"View Landing Page",2025-05-01T01:44:58.213Z,"Sweden","macOS","Referral"
358,"View Landing Page",2025-05-01T01:45:59.829Z,"Sweden","macOS","Paid Search"
79,"View Landing Page",2025-05-01T01:47:24.571Z,"Belgium","macOS","Referral"
924,"View Landing Page",2025-05-01T01:48:04.248Z,"France","Linux","Organic Search"
324,"View Landing Page",2025-05-01T01:48:40.400Z,"Italy","Android","Paid Search"
712,"View Landing Page",2025-05-01T01:49:59.280Z,"Germany","macOS","Organic Search"
480,"View Landing Page",2025-05-01T01:51:17.991Z,"Denmark","Windows","Social Media"
99,"View Landing Page",2025-05-01T01:51:41.283Z,"UK","macOS","Referral"
107,"View Landing Page",2025-05-01T01:51:45.140Z,"Belgium","iOS","Social Media"
815,"View Landing Page",2025-05-01T01:51:45.354Z,"Spain","Android","Email"
72,"View Landing Page",2025-05-01T01:52:16.647Z,"Germany","macOS","Organic Search"
633,"View Landing Page",2025-05-01T01:52:55.138Z,"Germany","macOS","Social Media"
778,"View Landing Page",2025-05-01T01:53:10.998Z,"Germany","iOS","Email"
455,"View Landing Page",2025-05-01T01:53:52.593Z,"Spain","Linux","Organic Search"
233,"View Landing Page",2025-05-01T01:55:28.576Z,"Spain","Linux","Organic Search"
20,"View Landing Page",2025-05-01T01:55:43.444Z,"Netherlands","macOS","Email"
967,"View Landing Page",2025-05-01T01:56:24.994Z,"Spain","Windows","Organic Search"
299,"View Landing Page",2025-05-01T01:57:17.076Z,"Italy","Windows","Paid Search"
679,"View Landing Page",2025-05-01T01:59:47.739Z,"Sweden","macOS","Email"
26,"View Landing Page",2025-05-01T02:00:26.803Z,"Netherlands","macOS","Referral"
895,"View Landing Page",2025-05-01T02:01:28.725Z,"Italy","macOS","Social Media"
271,"View Landing Page",2025-05-01T02:02:06.066Z,"Czech Republic","macOS","Organic Search"
660,"View Landing Page",2025-05-01T02:03:38.820Z,"UK","Windows","Organic Search"
448,"View Landing Page",2025-05-01T02:04:54.773Z,"Poland","macOS","Referral"
354,"View Landing Page",2025-05-01T02:06:08.592Z,"UK","iOS","Referral"
609,"View Landing Page",2025-05-01T02:06:28.587Z,"Netherlands","macOS","Social Media"
756,"View Landing Page",2025-05-01T02:08:19.758Z,"Sweden","macOS","Organic Search"
405,"View Landing Page",2025-05-01T02:10:50.706Z,"Spain","macOS","Referral"
935,"View Landing Page",2025-05-01T02:10:51.698Z,"Germany","macOS","Email"
416,"View Landing Page",2025-05-01T02:11:00.446Z,"UK","Windows","Paid Search"
11,"View Landing Page",2025-05-01T02:11:04.151Z,"Netherlands","iOS","Referral"
598,"View Landing Page",2025-05-01T02:12:00.393Z,"Germany","Android","Paid Search"
792,"View Landing Page",2025-05-01T02:13:53.562Z,"Denmark","Android","Referral"
602,"View Landing Page",2025-05-01T02:14:09.890Z,"Germany","Android","Email"
282,"View Landing Page",2025-05-01T02:14:24.412Z,"Netherlands","Android","Referral"
77,"View Landing Page",2025-05-01T02:14:41.379Z,"Denmark","Windows","Referral"
571,"View Landing Page",2025-05-01T02:16:04.350Z,"UK","Android","Paid Search"
281,"View Landing Page",2025-05-01T02:16:14.924Z,"Spain","Windows","Referral"
188,"View Landing Page",2025-05-01T02:17:55.492Z,"France","Windows","Paid Search"
561,"View Landing Page",2025-05-01T02:18:48.288Z,"Spain","macOS","Social Media"
48,"View Landing Page",2025-05-01T02:21:57.839Z,"Austria","Android","Social Media"
447,"View Landing Page",2025-05-01T02:22:39.207Z,"Netherlands","Windows","Organic Search"
564,"View Landing Page",2025-05-01T02:23:16.167Z,"Belgium","Android","Social Media"
58,"View Landing Page",2025-05-01T02:23:58.055Z,"Sweden","macOS","Social Media"
743,"View Landing Page",2025-05-01T02:24:14.922Z,"Germany","Windows","Social Media"
340,"View Landing Page",2025-05-01T02:26:22.313Z,"Sweden","Android","Social Media"
943,"View Landing Page",2025-05-01T02:28:07.829Z,"UK","Windows","Social Media"
518,"View Landing Page",2025-05-01T02:28:15.666Z,"Sweden","Android","Organic Search"
321,"View Landing Page",2025-05-01T02:28:38.358Z,"France","macOS","Paid Search"
509,"View Landing Page",2025-05-01T02:28:56.068Z,"France","Linux","Organic Search"
860,"View Landing Page",2025-05-01T02:29:10.278Z,"Austria","iOS","Organic Search"
812,"View Landing Page",2025-05-01T02:29:10.682Z,"Netherlands","Android","Paid Search"
461,"View Landing Page",2025-05-01T02:29:24.752Z,"Poland","iOS","Social Media"
423,"View Landing Page",2025-05-01T02:30:27.715Z,"Austria","Windows","Organic Search"
856,"View Landing Page",2025-05-01T02:32:42.473Z,"France","Android","Social Media"
346,"View Landing Page",2025-05-01T02:33:38.423Z,"Spain","iOS","Organic Search"
342,"View Landing Page",2025-05-01T02:34:30.796Z,"Spain","Android","Social Media"
957,"View Landing Page",2025-05-01T02:34:32.545Z,"Germany","macOS","Paid Search"
596,"View Landing Page",2025-05-01T02:38:29.199Z,"Sweden","Windows","Referral"
248,"View Landing Page",2025-05-01T02:38:52.256Z,"France","Windows","Social Media"
784,"View Landing Page",2025-05-01T02:41:08.789Z,"UK","Windows","Paid Search"
486,"View Landing Page",2025-05-01T02:41:21.361Z,"Spain","Windows","Organic Search"
665,"View Landing Page",2025-05-01T02:48:51.118Z,"France","Linux","Organic Search"
327,"View Landing Page",2025-05-01T02:48:53.019Z,"Italy","Windows","Social Media"
781,"View Landing Page",2025-05-01T02:50:02.816Z,"Germany","Windows","Referral"
273,"View Landing Page",2025-05-01T02:50:30.682Z,"Belgium","Windows","Organic Search"
124,"View Landing Page",2025-05-01T02:51:19.608Z,"Italy","macOS","Social Media"
208,"View Landing Page",2025-05-01T02:53:17.128Z,"Belgium","iOS","Social Media"
698,"View Landing Page",2025-05-01T02:54:36.010Z,"Italy","iOS","Email"
809,"View Landing Page",2025-05-01T02:55:31.025Z,"Denmark","iOS","Social Media"
145,"View Landing Page",2025-05-01T02:56:23.729Z,"Spain","Linux","Organic Search"
128,"View Landing Page",2025-05-01T02:56:41.611Z,"Germany","Windows","Social Media"
981,"View Landing Page",2025-05-01T02:56:45.254Z,"Italy","iOS","Social Media"
747,"View Landing Page",2025-05-01T02:57:36.144Z,"UK","Windows","Organic Search"
36,"View Landing Page",2025-05-01T03:03:23.900Z,"Sweden","Linux","Referral"
345,"View Landing Page",2025-05-01T03:04:53.111Z,"UK","macOS","Email"
622,"View Landing Page",2025-05-01T03:13:02.428Z,"Austria","Windows","Organic Search"
804,"View Landing Page",2025-05-01T03:13:43.037Z,"Netherlands","iOS","Social Media"
716,"View Landing Page",2025-05-01T03:14:09.917Z,"Sweden","Android","Referral"
100,"View Landing Page",2025-05-01T03:14:12.664Z,"Austria","Windows","Social Media"
519,"View Landing Page",2025-05-01T03:14:25.164Z,"France","Android","Social Media"
399,"View Landing Page",2025-05-01T03:17:36.602Z,"Sweden","macOS","Referral"
545,"View Landing Page",2025-05-01T03:18:52.477Z,"Belgium","macOS","Social Media"
738,"View Landing Page",2025-05-01T03:23:32.768Z,"Poland","Linux","Social Media"
965,"View Landing Page",2025-05-01T03:26:45.640Z,"France","Android","Referral"
578,"View Landing Page",2025-05-01T03:27:29.335Z,"Poland","Android","Organic Search"
236,"View Landing Page",2025-05-01T03:37:31.001Z,"Germany","iOS","Email"
703,"View Landing Page",2025-05-01T03:38:15.649Z,"Poland","macOS","Organic Search"
136,"View Landing Page",2025-05-01T03:39:23.607Z,"UK","Windows","Paid Search"
477,"View Landing Page",2025-05-01T03:39:56.477Z,"Sweden","iOS","Organic Search"
379,"View Landing Page",2025-05-01T03:40:55.195Z,"France","Android","Social Media"
987,"View Landing Page",2025-05-01T03:42:15.800Z,"Netherlands","Linux","Email"
408,"View Landing Page",2025-05-01T03:42:42.935Z,"Germany","macOS","Email"
800,"View Landing Page",2025-05-01T03:44:01.241Z,"Sweden","macOS","Organic Search"
608,"View Landing Page",2025-05-01T03:44:15.115Z,"Belgium","macOS","Email"
12,"View Landing Page",2025-05-01T03:46:14.646Z,"France","Windows","Social Media"
550,"View Landing Page",2025-05-01T03:46:21.293Z,"UK","iOS","Social Media"
178,"View Landing Page",2025-05-01T03:46:47.612Z,"Poland","macOS","Social Media"
256,"View Landing Page",2025-05-01T03:47:24.543Z,"Denmark","Android","Referral"
663,"View Landing Page",2025-05-01T03:47:38.938Z,"France","macOS","Paid Search"
481,"View Landing Page",2025-05-01T03:48:15.809Z,"Belgium","macOS","Social Media"
469,"View Landing Page",2025-05-01T03:49:00.828Z,"Germany","Android","Referral"
224,"View Landing Page",2025-05-01T03:50:49.262Z,"Austria","Linux","Organic Search"
288,"View Landing Page",2025-05-01T03:53:39.024Z,"Spain","Windows","Social Media"
806,"View Landing Page",2025-05-01T03:53:45.021Z,"Denmark","Linux","Referral"
582,"View Landing Page",2025-05-01T03:54:17.107Z,"Austria","iOS","Organic Search"
243,"View Landing Page",2025-05-01T03:55:45.758Z,"Germany","Linux","Organic Search"
375,"View Landing Page",2025-05-01T03:57:38.514Z,"Netherlands","Windows","Social Media"
103,"View Landing Page",2025-05-01T03:57:38.644Z,"Sweden","iOS","Organic Search"
473,"View Landing Page",2025-05-01T03:58:41.964Z,"Poland","iOS","Referral"
805,"View Landing Page",2025-05-01T04:00:52.377Z,"Sweden","Windows","Social Media"
110,"View Landing Page",2025-05-01T04:03:34.332Z,"France","iOS","Organic Search"
23,"View Landing Page",2025-05-01T04:05:27.320Z,"Germany","macOS","Referral"
646,"View Landing Page",2025-05-01T04:06:04.001Z,"Germany","iOS","Email"
991,"View Landing Page",2025-05-01T04:06:09.354Z,"France","macOS","Email"
35,"View Landing Page",2025-05-01T04:06:51.116Z,"Spain","Windows","Organic Search"
668,"View Landing Page",2025-05-01T04:07:45.512Z,"Netherlands","Linux","Social Media"
934,"View Landing Page",2025-05-01T04:10:24.285Z,"Italy","Windows","Social Media"
421,"View Landing Page",2025-05-01T04:10:54.547Z,"Italy","iOS","Social Media"
308,"View Landing Page",2025-05-01T04:11:18.138Z,"Austria","Android","Social Media"
411,"View Landing Page",2025-05-01T04:11:31.801Z,"Spain","Windows","Paid Search"
502,"View Landing Page",2025-05-01T04:11:45.967Z,"Denmark","Windows","Referral"
937,"View Landing Page",2025-05-01T04:11:48.333Z,"Sweden","Windows","Organic Search"
135,"View Landing Page",2025-05-01T04:13:51.373Z,"Germany","Android","Social Media"
673,"View Landing Page",2025-05-01T04:14:36.270Z,"Netherlands","iOS","Email"
330,"View Landing Page",2025-05-01T04:15:44.461Z,"France","Windows","Paid Search"
382,"View Landing Page",2025-05-01T04:16:03.647Z,"UK","Android","Referral"
687,"View Landing Page",2025-05-01T04:18:07.237Z,"Germany","Linux","Referral"
584,"View Landing Page",2025-05-01T04:18:29.518Z,"Czech Republic","iOS","Social Media"
87,"View Landing Page",2025-05-01T04:19:17.822Z,"Italy","macOS","Social Media"
491,"View Landing Page",2025-05-01T04:24:01.634Z,"Sweden","Windows","Organic Search"
222,"View Landing Page",2025-05-01T04:28:15.237Z,"Italy","Windows","Social Media"
543,"View Landing Page",2025-05-01T04:29:09.615Z,"Austria","Linux","Social Media"
528,"View Landing Page",2025-05-01T04:29:33.743Z,"UK","Windows","Email"
384,"View Landing Page",2025-05-01T04:30:37.414Z,"Sweden","Android","Referral"
132,"View Landing Page",2025-05-01T04:31:23.075Z,"France","Windows","Email"
484,"View Landing Page",2025-05-01T04:33:42.493Z,"Sweden","macOS","Referral"
18,"View Landing Page",2025-05-01T04:33:47.277Z,"UK","iOS","Referral"
782,"View Landing Page",2025-05-01T04:35:00.377Z,"Austria","Windows","Referral"
81,"View Landing Page",2025-05-01T04:37:08.355Z,"Italy","Windows","Referral"
514,"View Landing Page",2025-05-01T04:39:47.045Z,"Spain","Android","Organic Search"
406,"View Landing Page",2025-05-01T04:41:33.818Z,"Germany","iOS","Paid Search"
725,"View Landing Page",2025-05-01T04:42:12.258Z,"Poland","Linux","Paid Search"
152,"View Landing Page",2025-05-01T04:42:34.390Z,"Germany","iOS","Paid Search"
441,"View Landing Page",2025-05-01T04:43:03.456Z,"Spain","Android","Social Media"
57,"View Landing Page",2025-05-01T04:44:36.553Z,"France","Windows","Email"
919,"View Landing Page",2025-05-01T04:45:24.511Z,"UK","Linux","Social Media"
777,"View Landing Page",2025-05-01T04:46:40.157Z,"France","Windows","Social Media"
186,"View Landing Page",2025-05-01T04:50:34.577Z,"Netherlands","iOS","Email"
334,"View Landing Page",2025-05-01T04:50:40.562Z,"France","Linux","Email"
828,"View Landing Page",2025-05-01T04:50:43.036Z,"Poland","Windows","Organic Search"
998,"View Landing Page",2025-05-01T04:52:29.591Z,"UK","Android","Email"
889,"View Landing Page",2025-05-01T04:53:35.874Z,"Netherlands","Android","Organic Search"
623,"View Landing Page",2025-05-01T04:55:38.460Z,"Netherlands","Linux","Referral"
244,"View Landing Page",2025-05-01T04:58:20.079Z,"UK","Windows","Referral"
949,"View Landing Page",2025-05-01T05:01:30.599Z,"Spain","macOS","Referral"
320,"View Landing Page",2025-05-01T05:01:57.271Z,"Germany","Windows","Social Media"
686,"View Landing Page",2025-05-01T05:06:36.166Z,"France","Windows","Social Media"
265,"View Landing Page",2025-05-01T05:07:17.601Z,"France","macOS","Social Media"
264,"View Landing Page",2025-05-01T05:08:10.135Z,"France","Windows","Paid Search"
586,"View Landing Page",2025-05-01T05:09:22.081Z,"Poland","macOS","Referral"
789,"View Landing Page",2025-05-01T05:12:12.054Z,"France","Windows","Referral"
365,"View Landing Page",2025-05-01T05:13:37.351Z,"France","iOS","Email"
216,"View Landing Page",2025-05-01T05:14:41.964Z,"Netherlands","Linux","Referral"
424,"View Landing Page",2025-05-01T05:15:30.290Z,"France","macOS","Referral"
833,"View Landing Page",2025-05-01T05:17:06.170Z,"Belgium","macOS","Social Media"
553,"View Landing Page",2025-05-01T05:21:23.022Z,"Belgium","Windows","Organic Search"
894,"View Landing Page",2025-05-01T05:23:49.956Z,"Germany","macOS","Social Media"
840,"View Landing Page",2025-05-01T05:24:20.175Z,"Sweden","Windows","Organic Search"
218,"View Landing Page",2025-05-01T05:24:29.784Z,"Spain","Windows","Social Media"
759,"View Landing Page",2025-05-01T05:25:31.272Z,"Belgium","Android","Referral"
606,"View Landing Page",2025-05-01T05:28:20.552Z,"Germany","macOS","Email"
531,"View Landing Page",2025-05-01T05:33:18.363Z,"France","Linux","Referral"
865,"View Landing Page",2025-05-01T05:35:21.969Z,"Germany","Windows","Paid Search"
211,"View Landing Page",2025-05-01T05:36:27.707Z,"Netherlands","macOS","Referral"
676,"View Landing Page",2025-05-01T05:38:40.047Z,"Spain","macOS","Organic Search"
226,"View Landing Page",2025-05-01T05:41:17.049Z,"Italy","Linux","Referral"
742,"View Landing Page",2025-05-01T05:44:43.238Z,"Germany","Android","Email"
213,"View Landing Page",2025-05-01T05:48:02.242Z,"UK","Windows","Paid Search"
472,"View Landing Page",2025-05-01T05:49:36.310Z,"UK","macOS","Email"
671,"View Landing Page",2025-05-01T05:49:46.315Z,"Sweden","Windows","Email"
796,"View Landing Page",2025-05-01T05:50:57.790Z,"France","Linux","Referral"
449,"View Landing Page",2025-05-01T05:53:45.472Z,"Germany","Windows","Email"
653,"View Landing Page",2025-05-01T05:54:08.361Z,"Italy","Linux","Organic Search"
788,"View Landing Page",2025-05-01T05:54:23.581Z,"UK","Android","Social Media"
137,"View Landing Page",2025-05-01T05:59:29.730Z,"Italy","Windows","Organic Search"
460,"View Landing Page",2025-05-01T06:00:06.984Z,"Italy","iOS","Paid Search"
684,"View Landing Page",2025-05-01T06:02:37.628Z,"Belgium","Windows","Paid Search"
962,"View Landing Page",2025-05-01T06:05:58.543Z,"Spain","iOS","Organic Search"
692,"View Landing Page",2025-05-01T06:08:09.251Z,"France","Linux","Social Media"
916,"View Landing Page",2025-05-01T06:15:29.444Z,"Italy","macOS","Email"
75,"View Landing Page",2025-05-01T06:15:43.921Z,"Germany","Android","Social Media"
764,"View Landing Page",2025-05-01T06:15:53.162Z,"Spain","Windows","Referral"
130,"View Landing Page",2025-05-01T06:17:48.139Z,"Poland","Android","Social Media"
205,"View Landing Page",2025-05-01T06:20:08.323Z,"UK","Windows","Social Media"
741,"View Landing Page",2025-05-01T06:20:50.988Z,"Poland","macOS","Referral"
872,"View Landing Page",2025-05-01T06:21:29.911Z,"Germany","Android","Social Media"
640,"View Landing Page",2025-05-01T06:22:35.322Z,"Denmark","macOS","Referral"
939,"View Landing Page",2025-05-01T06:24:57.093Z,"Sweden","Windows","Social Media"
839,"View Landing Page",2025-05-01T06:25:06.938Z,"UK","Linux","Social Media"
180,"View Landing Page",2025-05-01T06:25:26.227Z,"Netherlands","macOS","Email"
666,"View Landing Page",2025-05-01T06:25:32.052Z,"France","Windows","Social Media"
651,"View Landing Page",2025-05-01T06:27:09.665Z,"Poland","Linux","Social Media"
13,"View Landing Page",2025-05-01T06:27:48.736Z,"Denmark","Android","Social Media"
430,"View Landing Page",2025-05-01T06:28:18.957Z,"Netherlands","Windows","Social Media"
510,"View Landing Page",2025-05-01T06:30:52.309Z,"Netherlands","Windows","Paid Search"
980,"View Landing Page",2025-05-01T06:37:01.575Z,"Poland","Android","Paid Search"
155,"View Landing Page",2025-05-01T06:39:02.828Z,"Germany","iOS","Social Media"
498,"View Landing Page",2025-05-01T06:39:31.669Z,"Netherlands","Windows","Paid Search"
961,"View Landing Page",2025-05-01T06:40:05.726Z,"Italy","Linux","Social Media"
116,"View Landing Page",2025-05-01T06:42:20.587Z,"Sweden","Windows","Social Media"
88,"View Landing Page",2025-05-01T06:44:13.710Z,"Denmark","Windows","Email"
527,"View Landing Page",2025-05-01T06:47:45.389Z,"Italy","iOS","Social Media"
127,"View Landing Page",2025-05-01T06:47:54.341Z,"Spain","Windows","Email"
80,"View Landing Page",2025-05-01T06:49:54.918Z,"Italy","iOS","Organic Search"
198,"View Landing Page",2025-05-01T06:50:26.400Z,"France","Windows","Referral"
262,"View Landing Page",2025-05-01T06:50:27.153Z,"UK","Android","Organic Search"
175,"View Landing Page",2025-05-01T06:50:57.616Z,"Spain","macOS","Referral"
142,"View Landing Page",2025-05-01T06:51:50.892Z,"Sweden","macOS","Organic Search"
971,"View Landing Page",2025-05-01T06:52:09.565Z,"Belgium","macOS","Organic Search"
454,"View Landing Page",2025-05-01T06:54:39.896Z,"Spain","macOS","Social Media"
767,"View Landing Page",2025-05-01T06:58:03.736Z,"Germany","macOS","Social Media"
556,"View Landing Page",2025-05-01T06:59:20.192Z,"Italy","Android","Organic Search"
880,"View Landing Page",2025-05-01T07:00:56.937Z,"France","Android","Paid Search"
197,"View Landing Page",2025-05-01T07:01:08.985Z,"UK","Windows","Referral"
554,"View Landing Page",2025-05-01T07:02:33.073Z,"Belgium","macOS","Paid Search"
733,"View Landing Page",2025-05-01T07:11:25.097Z,"Czech Republic","macOS","Social Media"
468,"View Landing Page",2025-05-01T07:12:03.911Z,"France","macOS","Paid Search"
709,"View Landing Page",2025-05-01T07:12:50.027Z,"Italy","iOS","Referral"
533,"View Landing Page",2025-05-01T07:12:54.476Z,"UK","Linux","Email"
933,"View Landing Page",2025-05-01T07:17:05.655Z,"UK","Windows","Paid Search"
315,"View Landing Page",2025-05-01T07:17:08.388Z,"France","iOS","Organic Search"
452,"View Landing Page",2025-05-01T07:20:17.778Z,"Sweden","Windows","Email"
156,"View Landing Page",2025-05-01T07:20:50.063Z,"Sweden","macOS","Paid Search"
799,"View Landing Page",2025-05-01T07:21:10.290Z,"Poland","Linux","Email"
599,"View Landing Page",2025-05-01T07:21:44.625Z,"UK","Windows","Email"
329,"View Landing Page",2025-05-01T07:22:17.433Z,"UK","iOS","Social Media"
277,"View Landing Page",2025-05-01T07:23:12.615Z,"France","Windows","Email"
771,"View Landing Page",2025-05-01T07:23:12.683Z,"Netherlands","Android","Organic Search"
879,"View Landing Page",2025-05-01T07:23:25.144Z,"Germany","Android","Paid Search"
984,"View Landing Page",2025-05-01T07:25:05.048Z,"Italy","iOS","Social Media"
493,"View Landing Page",2025-05-01T07:26:44.213Z,"Spain","Linux","Paid Search"
721,"View Landing Page",2025-05-01T07:26:50.519Z,"UK","macOS","Referral"
275,"View Landing Page",2025-05-01T07:27:29.819Z,"Germany","Windows","Email"
899,"View Landing Page",2025-05-01T07:27:49.666Z,"Italy","Windows","Organic Search"
27,"View Landing Page",2025-05-01T07:30:33.509Z,"France","Android","Organic Search"
874,"View Landing Page",2025-05-01T07:30:51.730Z,"Poland","Android","Organic Search"
775,"View Landing Page",2025-05-01T07:30:53.235Z,"UK","macOS","Organic Search"
669,"View Landing Page",2025-05-01T07:32:09.265Z,"Spain","Windows","Paid Search"
688,"View Landing Page",2025-05-01T07:32:20.861Z,"Sweden","Windows","Social Media"
700,"View Landing Page",2025-05-01T07:33:12.569Z,"Italy","macOS","Social Media"
973,"View Landing Page",2025-05-01T07:40:29.658Z,"Poland","Android","Paid Search"
819,"View Landing Page",2025-05-01T07:43:21.976Z,"Germany","Windows","Email"
691,"View Landing Page",2025-05-01T07:44:05.549Z,"Germany","Windows","Social Media"
343,"View Landing Page",2025-05-01T07:45:05.398Z,"Germany","macOS","Paid Search"
746,"View Landing Page",2025-05-01T07:45:47.221Z,"France","Android","Email"
739,"View Landing Page",2025-05-01T07:48:01.245Z,"Austria","Linux","Referral"
610,"View Landing Page",2025-05-01T07:48:13.097Z,"Poland","Windows","Paid Search"
286,"View Landing Page",2025-05-01T07:48:43.077Z,"Sweden","iOS","Paid Search"
727,"View Landing Page",2025-05-01T07:54:13.902Z,"France","macOS","Referral"
547,"View Landing Page",2025-05-01T07:57:10.723Z,"France","macOS","Referral"
318,"View Landing Page",2025-05-01T07:57:28.531Z,"Belgium","iOS","Referral"
801,"View Landing Page",2025-05-01T07:58:13.658Z,"Austria","iOS","Referral"
707,"View Landing Page",2025-05-01T08:00:46.324Z,"Belgium","Windows","Paid Search"
435,"View Landing Page",2025-05-01T08:00:47.812Z,"Denmark","Windows","Referral"
266,"View Landing Page",2025-05-01T08:02:22.537Z,"Italy","macOS","Organic Search"
82,"View Landing Page",2025-05-01T08:03:24.680Z,"Austria","iOS","Email"
535,"View Landing Page",2025-05-01T08:03:24.967Z,"Italy","Windows","Organic Search"
594,"View Landing Page",2025-05-01T08:04:53.190Z,"Italy","iOS","Organic Search"
181,"View Landing Page",2025-05-01T08:06:30.003Z,"Netherlands","Windows","Referral"
30,"View Landing Page",2025-05-01T08:07:45.207Z,"Poland","Windows","Email"
821,"View Landing Page",2025-05-01T08:08:18.253Z,"Germany","macOS","Social Media"
19,"View Landing Page",2025-05-01T08:08:49.567Z,"UK","Windows","Social Media"
